2026-04-15 16:35:15,335 | INFO | === SnapValid 优化版启动 ===
2026-04-15 16:35:15,623 | INFO | OCR 模型加载完成
2026-04-15 16:35:15,874 | INFO | 快捷键监听已启动
2026-04-15 16:35:36,537 | INFO | 开始录制操作
2026-04-15 16:36:57,376 | INFO | 用户手动退出程序
2026-04-15 16:49:11,487 | INFO | === SnapValid 优化版启动 ===
2026-04-15 16:49:11,727 | INFO | OCR 加载完成
2026-04-15 16:49:11,939 | INFO | 快捷键监听已启动
2026-04-15 16:49:14,896 | INFO | 开始录制（鼠标+键盘+点击）
2026-04-15 16:49:21,971 | INFO | 用户手动退出程序
2026-04-15 16:50:53,143 | INFO | === SnapValid 优化版启动 ===
2026-04-15 16:50:53,366 | INFO | OCR 加载完成
2026-04-15 16:50:53,531 | INFO | 快捷键监听已启动
2026-04-15 16:51:02,080 | INFO | 开始录制（鼠标+键盘+点击）
2026-04-15 16:52:06,809 | INFO | 用户手动退出程序
2026-04-15 16:55:26,236 | INFO | === SnapValid 优化版启动 ===
2026-04-15 16:55:26,468 | INFO | OCR 加载完成
2026-04-15 16:55:26,629 | INFO | 快捷键监听已启动
2026-04-15 16:55:29,912 | INFO | 开始录制（鼠标+点击+键盘 全支持）
2026-04-15 16:55:43,831 | INFO | 请框选校验区域
2026-04-15 16:55:49,476 | INFO | 已保存基准图，下次校验对比
2026-04-15 16:55:54,128 | INFO | 请框选验证码区域
2026-04-15 16:55:59,324 | INFO | 识别结果：h
2026-04-15 16:56:13,231 | INFO | 开始回放
2026-04-15 16:57:19,645 | INFO | 用户手动退出程序
2026-04-15 16:57:29,598 | INFO | === SnapValid 优化版启动 ===
2026-04-15 16:57:29,869 | INFO | OCR 加载完成
2026-04-15 16:57:30,135 | INFO | 快捷键监听已启动
2026-04-15 16:57:36,872 | INFO | 开始录制（鼠标+点击+键盘 全支持）
2026-04-15 16:58:17,241 | INFO | 请框选校验区域
2026-04-15 16:58:29,960 | INFO | 用户手动退出程序
2026-04-15 17:04:16,995 | INFO | === SnapValid 优化版启动 ===
2026-04-15 17:04:17,271 | INFO | OCR 加载完成
2026-04-15 17:04:17,479 | INFO | 快捷键监听已启动
2026-04-15 17:04:20,807 | INFO | 【录制】开始记录：鼠标移动 + 点击 + 键盘输入
2026-04-15 17:04:20,808 | INFO | 【录制】键盘输入: [f9]
2026-04-15 17:04:44,641 | INFO | 【录制】键盘输入: [h]
2026-04-15 17:04:44,969 | INFO | 【录制】键盘输入: [t]
2026-04-15 17:04:45,130 | INFO | 【录制】键盘输入: [t]
2026-04-15 17:04:45,480 | INFO | 【录制】键盘输入: [p]
2026-04-15 17:04:45,816 | INFO | 【录制】键盘输入: [s]
